,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-2.621538305115725e-16,1.4738699337871872,0.9870838419033932,2.3824349803521616,1.1576297622873681,2.4210914777638126,1.1319933540306797,1.5279372857805695,1.0546080389246084,1.2608967579486323,2.815229513637773,1.3345276868406024,2.0302850354979975,1.2869421812888049,1.298655714578047,6.140756975582658,0.9878498919427888,2.0926165895179856,1.6233902152562236
1,1.3460005465308775,3.8979655940184875e-16,1.1110972586598167,1.2721982959995128,0.9077065507922433,2.2018548936858298,0.746833941780564,1.074722266759504,1.109894489310972,1.0617233153104975,3.054371673449495,0.8679824088823,2.024669189050431,0.8115467497797126,1.134769165547607,2.798622303333174,1.261435573800585,2.2744858449969483,0.8081191140809636
2,1.0453128196260126,1.2994421068738595,-9.62746124737174e-17,1.9301657157584087,1.4065690315493606,2.459407441095849,1.1449534466592381,1.493936275414053,0.8352824894219295,1.13240731232472,2.8709322510097883,1.318517782904948,2.3331191741847817,1.2803562900637375,1.2638704445675726,9.491546206247357,0.9833027824899772,1.9213537833999883,1.6021406588045648
3,1.0932247931925239,0.92884508510994,1.3945646518075172,-1.2425005681014126e-15,1.00860850626679,0.9280127176083681,0.9500255198764062,1.1454114580324835,0.9074909092957307,0.7816038245341147,1.6851974931754727,1.093532908025427,1.9025181993509672,1.284849739411949,1.069404401333486,0.9504582989677928,1.3128512031234973,0.8528542931878503,1.1022933140541813
4,1.0887030303934506,1.8982870032637462,1.518787137227973,1.7909398212142287,1.5520086088991562e-15,2.2636159455275577,0.907096817200015,1.3384817476025783,1.2356832938412416,1.9661701503594402,2.0749276899958082,1.7086812426053848,2.154716773782109,1.096183765814084,1.275656634955566,3.491124171070408,0.8867007747611756,2.163565280236817,1.2053642567646372
5,1.1531221301258825,1.0554584970247176,1.442874037787833,0.679463386374384,1.1819854650665036,1.104969170928748e-15,1.672227447901892,1.564614340486594,1.1013914434502587,1.2886485589998646,1.311588300231096,0.8367304328033893,2.0709726433335387,0.7756469946228753,0.8307046548326853,0.9843107135133252,1.111055972614632,0.932292079182423,1.2246225119929686
6,0.9152494025182919,3.2730812906471414,1.3897894399483848,2.045220588411823,0.8575117629155238,2.172439359771643,-6.564450976915596e-16,1.2083217309508516,1.3553664160339227,5.468161142908411,2.359125187718923,2.366549021398206,2.265271587882745,1.331137421014713,1.2637273904184272,16.225121806012908,0.9057354905741865,2.9785196740389623,1.5094271354407711
7,0.9332047374004704,0.9505745804413803,1.39462130460871,0.9381624317368742,1.2578737554837434,2.13719949694013,1.2107981013781806,5.934597184022667e-16,1.131536007846868,1.064731766167809,0.9444709511896029,0.9257574911288904,1.4008881361442953,0.720001698930185,1.2404698226990312,1.1664291342389002,1.2147690633018502,1.5564255979606023,1.0482748732048466
8,0.7833539608957655,3.2811236948880063,0.9537962142624167,2.047452492115804,0.9018875280773537,1.5431696608629164,0.9026690068793485,1.1618728572619554,1.7059177911899642e-16,5.407978852099664,1.4607877632699702,1.677866779594669,1.1613035462811367,1.0186388121255185,0.8986382895131944,18.034986414834332,0.7061146944197146,2.6071613153878714,0.9330134761955117
9,1.04368750532281,0.9551037500682283,1.2174197083427396,1.1442913432106074,1.365238281062038,1.3932706053231834,1.2349889650093286,0.841595724119428,1.1544672209335796,1.791748728613556e-15,2.093896432268455,0.8330278719336696,1.9490258590291023,0.9019865301207313,1.3736101664801317,0.8864302672913675,1.1848919361259582,1.194330935225052,1.098755807603651
